month,city,bedrooms,area_sqm,rent_eur,rent_per_sqm
2025-10-01,Lisbon,3,116,1634.98,14.09
2025-10-01,Lisbon,2,94,1460.25,15.53
2025-10-01,Lisbon,1,68,1194.44,17.57
2025-10-01,Lisbon,2,95,1642.83,17.29
2025-10-01,Lisbon,1,43,1606.02,37.35
2025-10-01,Lisbon,3,96,1577.59,16.43
2025-10-01,Lisbon,2,97,1496.56,15.43
2025-10-01,Lisbon,4,111,1664.48,15.0
2025-10-01,Lisbon,2,78,1756.05,22.51
2025-10-01,Lisbon,3,113,1597.0,14.13
2025-10-01,Lisbon,4,138,1596.81,11.57
2025-10-01,Lisbon,2,106,1424.06,13.43
2025-10-01,Lisbon,1,67,1476.81,22.04
2025-10-01,Lisbon,2,89,1639.03,18.42
2025-11-01,Lisbon,1,65,1439.63,22.15
2025-11-01,Lisbon,1,60,1272.83,21.21
2025-11-01,Lisbon,2,101,1611.94,15.96
2025-11-01,Lisbon,3,144,1496.71,10.39
2025-11-01,Lisbon,1,81,1284.56,15.86
2025-11-01,Lisbon,1,62,1354.3,21.84
2025-11-01,Lisbon,1,72,1501.27,20.85
2025-11-01,Lisbon,2,69,1599.11,23.18
2025-11-01,Lisbon,1,89,1689.99,18.99
2025-11-01,Lisbon,2,77,1639.02,21.29
2025-11-01,Lisbon,2,98,1518.93,15.5
2025-11-01,Lisbon,2,89,1581.65,17.77
2025-11-01,Lisbon,1,74,1411.15,19.07
2025-11-01,Lisbon,3,113,1708.52,15.12
2025-11-01,Lisbon,2,98,1539.14,15.71
2025-11-01,Lisbon,1,73,1339.83,18.35
2025-11-01,Lisbon,1,54,1481.83,27.44
2025-11-01,Lisbon,2,63,1515.12,24.05
2025-11-01,Lisbon,1,61,1423.49,23.34
2025-11-01,Lisbon,1,76,1577.83,20.76
2025-11-01,Lisbon,1,87,1527.73,17.56
2025-11-01,Lisbon,1,57,1215.75,21.33
2025-11-01,Lisbon,1,63,1529.98,24.29
2025-11-01,Lisbon,3,109,1653.71,15.17
2025-11-01,Lisbon,2,85,1520.8,17.89
2025-12-01,Lisbon,2,104,1710.92,16.45
2025-12-01,Lisbon,2,63,1550.73,24.61
2025-12-01,Lisbon,2,87,1482.76,17.04
2025-12-01,Lisbon,1,54,1283.51,23.77
2025-12-01,Lisbon,2,77,1570.04,20.39
2025-12-01,Lisbon,1,77,1553.33,20.17
2025-12-01,Lisbon,3,119,1868.5,15.7
2025-12-01,Lisbon,3,88,1621.29,18.42
2025-12-01,Lisbon,1,59,1660.61,28.15
2025-12-01,Lisbon,2,90,1716.22,19.07
2025-12-01,Lisbon,2,91,1686.89,18.54
2025-12-01,Lisbon,2,85,1677.79,19.74
2025-12-01,Lisbon,1,84,1245.13,14.82
2025-12-01,Lisbon,2,98,1682.55,17.17
2025-12-01,Lisbon,2,93,1666.88,17.92
2025-12-01,Lisbon,3,102,1714.66,16.81
2025-12-01,Lisbon,2,75,1544.27,20.59
2025-12-01,Lisbon,3,116,1688.87,14.56
2025-12-01,Lisbon,3,125,1619.9,12.96
2025-12-01,Lisbon,1,47,1357.23,28.88
2025-12-01,Lisbon,2,92,1647.94,17.91
2025-12-01,Lisbon,3,136,1592.78,11.71
2025-12-01,Lisbon,3,98,1598.53,16.31
2025-12-01,Lisbon,1,68,1612.85,23.72
2025-12-01,Lisbon,2,95,1848.37,19.46
2024-01-01,Porto,2,69,1331.91,19.3
2024-01-01,Porto,4,123,1502.61,12.22
2024-01-01,Porto,3,108,1161.5,10.75
2024-01-01,Porto,1,79,1077.6,13.64
2024-01-01,Porto,3,96,1209.75,12.6
2024-01-01,Porto,2,93,1090.93,11.73
2024-01-01,Porto,4,138,1318.3,9.55
2024-01-01,Porto,2,79,1066.57,13.5
2024-01-01,Porto,2,117,1292.37,11.05
2024-01-01,Porto,1,71,847.35,11.93
2024-01-01,Porto,2,58,1419.88,24.48
2024-01-01,Porto,3,115,1332.56,11.59
2024-01-01,Porto,4,130,1668.01,12.83
2024-01-01,Porto,2,82,966.45,11.79
2024-01-01,Porto,1,66,846.62,12.83
2024-01-01,Porto,1,51,1057.87,20.74
2024-01-01,Porto,2,82,1296.02,15.81
2024-01-01,Porto,1,79,1028.56,13.02
2024-01-01,Porto,2,82,1077.57,13.14
2024-01-01,Porto,3,108,1091.46,10.11
2024-01-01,Porto,1,44,1096.02,24.91
2024-01-01,Porto,3,106,1393.59,13.15
2024-01-01,Porto,2,76,1175.46,15.47
2024-01-01,Porto,2,78,1102.05,14.13
2024-01-01,Porto,2,83,1487.41,17.92
2024-02-01,Porto,2,76,1152.33,15.16
2024-02-01,Porto,1,76,866.96,11.41
2024-02-01,Porto,1,59,1168.78,19.81
2024-02-01,Porto,2,105,1268.87,12.08
2024-02-01,Porto,1,76,931.21,12.25
2024-02-01,Porto,3,116,1189.26,10.25
2024-02-01,Porto,2,90,1232.26,13.69
2024-02-01,Porto,3,120,1345.35,11.21
2024-02-01,Porto,3,112,1242.49,11.09
2024-02-01,Porto,2,120,1223.68,10.2
2024-02-01,Porto,1,58,1212.61,20.91
2024-02-01,Porto,2,98,1227.94,12.53
2024-02-01,Porto,2,104,1236.8,11.89
2024-02-01,Porto,3,121,1202.46,9.94
2024-02-01,Porto,1,66,853.62,12.93
2024-02-01,Porto,1,55,1018.71,18.52
2024-02-01,Porto,2,89,1155.33,12.98
2024-02-01,Porto,1,66,1021.89,15.48
2024-02-01,Porto,4,145,1166.43,8.04
2024-02-01,Porto,1,61,1134.44,18.6
2024-02-01,Porto,1,61,1066.69,17.49
2024-02-01,Porto,2,92,1046.15,11.37
2024-02-01,Porto,3,121,1163.9,9.62
2024-02-01,Porto,1,66,1029.85,15.6
2024-02-01,Porto,2,84,1258.47,14.98
2024-03-01,Porto,3,117,1438.2,12.29
2024-03-01,Porto,2,88,1088.61,12.37
2024-03-01,Porto,2,101,1132.98,11.22
2024-03-01,Porto,3,132,1220.73,9.25
2024-03-01,Porto,2,108,1186.57,10.99
2024-03-01,Porto,3,96,1112.47,11.59
2024-03-01,Porto,3,115,1364.72,11.87
2024-03-01,Porto,2,89,966.16,10.86
2024-03-01,Porto,2,90,1461.58,16.24
2024-03-01,Porto,2,77,1198.41,15.56
2024-03-01,Porto,1,72,1088.5,15.12
2024-03-01,Porto,1,47,1119.18,23.81
2024-03-01,Porto,3,111,1430.73,12.89
2024-03-01,Porto,2,92,1099.12,11.95
2024-03-01,Porto,3,125,1393.89,11.15
2024-03-01,Porto,3,105,1298.69,12.37
2024-03-01,Porto,2,88,1356.83,15.42
2024-03-01,Porto,4,133,1434.67,10.79
2024-03-01,Porto,2,97,1110.81,11.45
2024-03-01,Porto,3,133,1456.3,10.95
2024-03-01,Porto,3,115,1303.59,11.34
2024-03-01,Porto,2,98,1107.56,11.3
2024-03-01,Porto,2,95,1197.74,12.61
2024-03-01,Porto,2,94,1170.03,12.45
2024-03-01,Porto,3,116,1245.93,10.74
2024-04-01,Porto,1,61,1033.73,16.95
2024-04-01,Porto,1,80,1053.53,13.17
2024-04-01,Porto,2,110,1113.97,10.13
2024-04-01,Porto,3,108,1465.79,13.57
2024-04-01,Porto,3,100,1253.47,12.53
2024-04-01,Porto,2,104,1230.79,11.83
2024-04-01,Porto,3,116,1289.8,11.12
2024-04-01,Porto,3,117,1436.66,12.28
2024-04-01,Porto,3,107,1352.78,12.64
2024-04-01,Porto,4,128,1302.46,10.18
2024-04-01,Porto,1,64,1176.09,18.38
2024-04-01,Porto,3,94,1252.35,13.32
2024-04-01,Porto,2,98,1141.35,11.65
2024-04-01,Porto,1,50,1152.84,23.06
2024-04-01,Porto,3,103,1296.26,12.59
2024-04-01,Porto,1,54,980.58,18.16
2024-04-01,Porto,2,89,1297.07,14.57
2024-04-01,Porto,1,66,1044.72,15.83
2024-04-01,Porto,1,80,1230.94,15.39
2024-04-01,Porto,4,148,1403.47,9.48
2024-04-01,Porto,2,86,1318.05,15.33
2024-04-01,Porto,2,85,1318.9,15.52
2024-04-01,Porto,2,82,1117.96,13.63
2024-04-01,Porto,2,88,1031.18,11.72
2024-04-01,Porto,2,83,1416.98,17.07
2024-05-01,Porto,4,130,1364.0,10.49
2024-05-01,Porto,1,61,1325.17,21.72
2024-05-01,Porto,2,79,977.28,12.37
2024-05-01,Porto,1,60,1012.62,16.88
2024-05-01,Porto,3,83,1323.08,15.94
2024-05-01,Porto,3,106,1468.6,13.85
2024-05-01,Porto,1,44,990.82,22.52
2024-05-01,Porto,4,134,1296.43,9.67
2024-05-01,Porto,1,67,1078.99,16.1
2024-05-01,Porto,2,88,1267.04,14.4
2024-05-01,Porto,2,72,1135.65,15.77
2024-05-01,Porto,2,96,1250.69,13.03
2024-05-01,Porto,2,99,1038.5,10.49
2024-05-01,Porto,1,60,1349.08,22.48
2024-05-01,Porto,2,83,1127.35,13.58
2024-05-01,Porto,4,133,1476.06,11.1
2024-05-01,Porto,1,77,1069.34,13.89
2024-05-01,Porto,2,80,1284.82,16.06
2024-05-01,Porto,3,116,1384.21,11.93
2024-05-01,Porto,2,98,1010.85,10.31
2024-05-01,Porto,3,107,1147.38,10.72
2024-05-01,Porto,3,106,1505.26,14.2
2024-05-01,Porto,1,79,1134.22,14.36
2024-05-01,Porto,3,112,1429.83,12.77
2024-05-01,Porto,2,87,1000.82,11.5
2024-06-01,Porto,4,129,1156.07,8.96
2024-06-01,Porto,2,96,1137.36,11.85
2024-06-01,Porto,1,79,955.23,12.09
2024-06-01,Porto,3,101,1354.83,13.41
2024-06-01,Porto,4,147,1595.85,10.86
2024-06-01,Porto,3,123,1252.77,10.19
2024-06-01,Porto,2,80,1115.19,13.94
2024-06-01,Porto,3,99,1280.06,12.93
2024-06-01,Porto,3,131,1115.7,8.52
2024-06-01,Porto,4,123,1559.55,12.68
2024-06-01,Porto,3,102,1433.18,14.05
2024-06-01,Porto,2,88,1113.89,12.66
2024-06-01,Porto,3,108,1308.67,12.12
2024-06-01,Porto,2,100,1252.48,12.52
2024-06-01,Porto,4,149,1519.67,10.2
2024-06-01,Porto,2,101,1280.54,12.68
2024-06-01,Porto,2,92,1310.7,14.25
2024-06-01,Porto,2,87,1186.36,13.64
2024-06-01,Porto,1,73,1250.07,17.12
2024-06-01,Porto,2,83,1177.51,14.19
2024-06-01,Porto,4,152,1389.65,9.14
2024-06-01,Porto,2,92,1259.49,13.69
2024-06-01,Porto,2,79,1094.09,13.85
2024-06-01,Porto,4,134,1606.28,11.99
2024-06-01,Porto,2,84,1275.06,15.18
2024-07-01,Porto,2,75,1200.89,16.01
2024-07-01,Porto,1,61,1062.77,17.42
2024-07-01,Porto,2,114,986.57,8.65
2024-07-01,Porto,2,85,1141.71,13.43
2024-07-01,Porto,2,97,1319.19,13.6
2024-07-01,Porto,2,102,1389.95,13.63
2024-07-01,Porto,2,82,1289.28,15.72
2024-07-01,Porto,1,57,900.97,15.81
2024-07-01,Porto,3,111,1383.75,12.47
2024-07-01,Porto,1,79,1124.79,14.24
2024-07-01,Porto,3,115,1206.38,10.49
2024-07-01,Porto,2,97,1153.81,11.89
2024-07-01,Porto,2,90,1094.89,12.17
2024-07-01,Porto,3,106,1569.2,14.8
2024-07-01,Porto,2,90,1410.82,15.68
2024-07-01,Porto,3,109,1292.61,11.86
2024-07-01,Porto,1,69,936.6,13.57
2024-07-01,Porto,2,95,1197.04,12.6
2024-07-01,Porto,2,101,1319.93,13.07
2024-07-01,Porto,4,117,1341.25,11.46
2024-07-01,Porto,1,51,1175.89,23.06
2024-07-01,Porto,2,98,1182.6,12.07
2024-07-01,Porto,2,100,1153.05,11.53
2024-07-01,Porto,2,70,1150.92,16.44
2024-07-01,Porto,3,102,1450.89,14.22
2024-08-01,Porto,3,104,1327.72,12.77
2024-08-01,Porto,2,74,1317.23,17.8
2024-08-01,Porto,1,58,1061.44,18.3
2024-08-01,Porto,2,71,1170.84,16.49
2024-08-01,Porto,2,95,1209.62,12.73
2024-08-01,Porto,1,73,1210.41,16.58
2024-08-01,Porto,2,107,1401.13,13.09
2024-08-01,Porto,3,100,1217.37,12.17
2024-08-01,Porto,3,111,1120.1,10.09
2024-08-01,Porto,3,126,1424.94,11.31
2024-08-01,Porto,3,101,1388.98,13.75
2024-08-01,Porto,2,94,1308.22,13.92
2024-08-01,Porto,2,75,1258.81,16.78
2024-08-01,Porto,2,87,1342.37,15.43
2024-08-01,Porto,2,105,1285.33,12.24
2024-08-01,Porto,3,107,1124.48,10.51
2024-08-01,Porto,2,85,1295.77,15.24
2024-08-01,Porto,1,52,989.96,19.04
2024-08-01,Porto,2,92,1154.52,12.55
2024-08-01,Porto,2,102,1351.46,13.25
2024-08-01,Porto,1,86,1235.6,14.37
2024-08-01,Porto,3,96,1487.02,15.49
2024-08-01,Porto,3,93,1319.83,14.19
2024-08-01,Porto,3,111,1253.54,11.29
2024-08-01,Porto,2,110,1340.21,12.18
2024-09-01,Porto,2,91,1398.02,15.36
2024-09-01,Porto,2,90,1272.32,14.14
2024-09-01,Porto,1,70,1033.68,14.77
2024-09-01,Porto,2,68,933.27,13.72
2024-09-01,Porto,1,62,1081.02,17.44
2024-09-01,Porto,3,127,1424.48,11.22
2024-09-01,Porto,2,95,1274.29,13.41
2024-09-01,Porto,4,117,1599.28,13.67
2024-09-01,Porto,2,81,1237.98,15.28
2024-09-01,Porto,2,83,1474.12,17.76
2024-09-01,Porto,2,80,1173.96,14.67
2024-09-01,Porto,2,97,1202.53,12.4
2024-09-01,Porto,2,90,1292.07,14.36
2024-09-01,Porto,3,110,1306.55,11.88
2024-09-01,Porto,1,62,1373.21,22.15
2024-09-01,Porto,2,97,1164.86,12.01
2024-09-01,Porto,4,115,1414.93,12.3
2024-09-01,Porto,4,125,1637.56,13.1
2024-09-01,Porto,3,119,1552.24,13.04
2024-09-01,Porto,2,100,1304.04,13.04
2024-09-01,Porto,3,120,1594.19,13.28
2024-09-01,Porto,4,121,1342.67,11.1
2024-09-01,Porto,4,146,1405.19,9.62
2024-09-01,Porto,4,124,1546.22,12.47
2024-09-01,Porto,1,69,1046.97,15.17
2024-10-01,Porto,2,93,1316.24,14.15
2024-10-01,Porto,3,117,1419.61,12.13
2024-10-01,Porto,2,93,1342.9,14.44
2024-10-01,Porto,1,71,994.52,14.01
2024-10-01,Porto,2,83,1264.63,15.24
2024-10-01,Porto,1,53,973.14,18.36
2024-10-01,Porto,1,29,1102.87,38.03
2024-10-01,Porto,2,110,1112.83,10.12
2024-10-01,Porto,1,49,949.43,19.38
2024-10-01,Porto,2,86,1216.28,14.14
2024-10-01,Porto,3,118,1316.21,11.15
2024-10-01,Porto,3,97,1185.22,12.22
2024-10-01,Porto,1,74,1076.07,14.54
2024-10-01,Porto,2,88,1077.65,12.25
2024-10-01,Porto,3,104,1448.6,13.93
2024-10-01,Porto,4,121,1489.89,12.31
2024-10-01,Porto,2,90,1286.94,14.3
2024-10-01,Porto,2,95,1176.8,12.39
2024-10-01,Porto,3,122,1446.95,11.86
2024-10-01,Porto,1,74,1209.49,16.34
2024-10-01,Porto,4,132,1501.31,11.37
2024-10-01,Porto,4,127,1306.42,10.29
2024-10-01,Porto,3,108,1203.02,11.14
2024-10-01,Porto,2,106,1028.13,9.7
2024-10-01,Porto,2,58,1187.96,20.48
2024-11-01,Porto,2,85,1256.69,14.78
2024-11-01,Porto,2,68,1254.37,18.45
2024-11-01,Porto,1,89,964.35,10.84
2024-11-01,Porto,2,77,1110.53,14.42
2024-11-01,Porto,1,67,1052.78,15.71
2024-11-01,Porto,1,60,1063.41,17.72
2024-11-01,Porto,1,63,1078.3,17.12
2024-11-01,Porto,2,90,1276.19,14.18
2024-11-01,Porto,2,87,1525.62,17.54
2024-11-01,Porto,1,54,1006.12,18.63
2024-11-01,Porto,4,145,1433.19,9.88
2024-11-01,Porto,2,112,1243.64,11.1
2024-11-01,Porto,2,95,1168.53,12.3
2024-11-01,Porto,3,100,1539.18,15.39
2024-11-01,Porto,3,105,1223.5,11.65
2024-11-01,Porto,2,83,928.92,11.19
2024-11-01,Porto,2,82,1347.7,16.44
2024-11-01,Porto,1,58,1065.39,18.37
2024-11-01,Porto,2,106,1138.1,10.74
2024-11-01,Porto,2,75,1052.33,14.03
2024-11-01,Porto,1,69,1291.76,18.72
2024-11-01,Porto,2,117,1235.4,10.56
2024-11-01,Porto,2,73,1335.56,18.3
2024-11-01,Porto,2,96,1096.91,11.43
2024-11-01,Porto,2,91,1263.07,13.88
2024-12-01,Porto,2,103,1516.54,14.72
2024-12-01,Porto,4,141,1115.88,7.91
2024-12-01,Porto,1,44,1061.75,24.13
2024-12-01,Porto,1,64,1239.04,19.36
2024-12-01,Porto,4,128,1423.26,11.12
2024-12-01,Porto,3,116,1216.96,10.49
2024-12-01,Porto,1,85,1222.87,14.39
2024-12-01,Porto,3,107,1339.44,12.52
2024-12-01,Porto,3,90,1281.91,14.24
2024-12-01,Porto,1,62,1116.58,18.01
2024-12-01,Porto,1,93,1131.15,12.16
2024-12-01,Porto,1,59,1096.28,18.58
2024-12-01,Porto,3,101,1343.52,13.3
2024-12-01,Porto,1,57,1130.01,19.82
2024-12-01,Porto,4,123,1632.4,13.27
2024-12-01,Porto,1,65,868.94,13.37
2024-12-01,Porto,3,115,1596.89,13.89
2024-12-01,Porto,3,124,1212.82,9.78
2024-12-01,Porto,2,103,1134.59,11.02
2024-12-01,Porto,4,141,1525.71,10.82
2024-12-01,Porto,1,55,1360.8,24.74
2024-12-01,Porto,1,71,1076.33,15.16
2024-12-01,Porto,2,90,1301.98,14.47
2024-12-01,Porto,1,57,939.34,16.48
2024-12-01,Porto,2,68,1207.92,17.76
2025-01-01,Porto,1,72,1402.74,19.48
2025-01-01,Porto,3,138,1354.7,9.82
2025-01-01,Porto,1,50,1274.59,25.49
2025-01-01,Porto,2,88,1013.14,11.51
2025-01-01,Porto,1,77,1114.28,14.47
2025-01-01,Porto,2,102,1181.66,11.58
2025-01-01,Porto,1,67,1151.47,17.19
2025-01-01,Porto,2,89,923.08,10.37
2025-01-01,Porto,2,72,1476.42,20.51
2025-01-01,Porto,1,77,1114.0,14.47
2025-01-01,Porto,3,103,1637.54,15.9
2025-01-01,Porto,1,38,1278.92,33.66
2025-01-01,Porto,3,130,1519.99,11.69
2025-01-01,Porto,2,89,995.08,11.18
2025-01-01,Porto,1,74,1127.41,15.24
2025-01-01,Porto,2,77,1134.77,14.74
2025-01-01,Porto,1,89,1144.66,12.86
2025-01-01,Porto,2,77,1348.53,17.51
2025-01-01,Porto,1,48,1205.3,25.11
2025-01-01,Porto,1,73,1358.57,18.61
2025-01-01,Porto,2,86,1352.51,15.73
2025-01-01,Porto,3,103,1420.21,13.79
2025-01-01,Porto,1,69,1030.45,14.93
2025-01-01,Porto,3,105,1275.48,12.15
2025-01-01,Porto,2,94,1392.34,14.81
2025-02-01,Porto,1,60,1352.09,22.53
2025-02-01,Porto,1,67,1127.24,16.82
2025-02-01,Porto,2,103,1414.72,13.74
2025-02-01,Porto,2,78,1520.28,19.49
2025-02-01,Porto,2,83,1455.1,17.53
2025-02-01,Porto,2,105,1462.18,13.93
2025-02-01,Porto,2,95,1371.68,14.44
2025-02-01,Porto,2,80,1456.23,18.2
2025-02-01,Porto,3,96,1374.4,14.32
2025-02-01,Porto,2,76,1310.58,17.24
2025-02-01,Porto,3,113,1319.56,11.68
2025-02-01,Porto,2,88,1298.25,14.75
2025-02-01,Porto,1,70,967.65,13.82
2025-02-01,Porto,2,90,1416.14,15.73
2025-02-01,Porto,1,88,1166.98,13.26
2025-02-01,Porto,3,93,1445.88,15.55
2025-02-01,Porto,2,88,1663.88,18.91
2025-02-01,Porto,1,56,1203.01,21.48
2025-02-01,Porto,1,55,1423.41,25.88
2025-02-01,Porto,2,93,1219.06,13.11
2025-02-01,Porto,2,107,1309.86,12.24
2025-02-01,Porto,1,96,1173.8,12.23
2025-02-01,Porto,1,80,1210.5,15.13
2025-02-01,Porto,2,83,1110.13,13.38
2025-02-01,Porto,2,106,1185.79,11.19
2025-03-01,Porto,2,103,1215.56,11.8
2025-03-01,Porto,2,84,1266.55,15.08
2025-03-01,Porto,2,82,1304.95,15.91
2025-03-01,Porto,4,146,1754.12,12.01
2025-03-01,Porto,3,121,1375.66,11.37
2025-03-01,Porto,2,89,1351.13,15.18
2025-03-01,Porto,1,74,1139.25,15.4
2025-03-01,Porto,3,126,1509.42,11.98
2025-03-01,Porto,1,56,1043.52,18.63
2025-03-01,Porto,1,70,1222.57,17.47
2025-03-01,Porto,2,82,1306.63,15.93
2025-03-01,Porto,1,72,1115.03,15.49
2025-03-01,Porto,2,89,1326.0,14.9
2025-03-01,Porto,3,108,1455.8,13.48
2025-03-01,Porto,2,69,1075.25,15.58
2025-03-01,Porto,2,73,1229.8,16.85
2025-03-01,Porto,3,94,1358.26,14.45
2025-03-01,Porto,4,137,1467.2,10.71
2025-03-01,Porto,1,72,1375.45,19.1
2025-03-01,Porto,2,79,1095.75,13.87
2025-03-01,Porto,2,72,1214.71,16.87
2025-03-01,Porto,1,79,1088.91,13.78
2025-03-01,Porto,4,113,1532.1,13.56
2025-03-01,Porto,3,105,1682.46,16.02
2025-03-01,Porto,1,65,1570.86,24.17
2025-04-01,Porto,1,80,960.75,12.01
2025-04-01,Porto,1,50,1193.45,23.87
2025-04-01,Porto,1,63,1301.97,20.67
2025-04-01,Porto,3,114,1506.67,13.22
2025-04-01,Porto,2,80,1287.0,16.09
2025-04-01,Porto,3,128,1371.94,10.72
2025-04-01,Porto,2,78,1322.9,16.96
2025-04-01,Porto,1,63,1147.79,18.22
2025-04-01,Porto,3,104,1299.62,12.5
2025-04-01,Porto,4,96,1441.52,15.02
2025-04-01,Porto,3,108,1556.42,14.41
2025-04-01,Porto,1,60,1153.68,19.23
2025-04-01,Porto,2,84,1292.62,15.39
2025-04-01,Porto,2,83,1148.68,13.84
2025-04-01,Porto,3,111,1439.86,12.97
2025-04-01,Porto,2,98,1379.33,14.07
2025-04-01,Porto,1,70,1242.82,17.75
2025-04-01,Porto,3,107,1264.06,11.81
2025-04-01,Porto,2,110,1509.94,13.73
2025-04-01,Porto,3,102,1357.88,13.31
2025-04-01,Porto,4,117,1264.34,10.81
2025-04-01,Porto,3,114,1459.07,12.8
2025-04-01,Porto,1,72,963.15,13.38
2025-04-01,Porto,2,90,984.78,10.94
2025-04-01,Porto,2,84,1240.65,14.77
2025-05-01,Porto,2,77,1048.14,13.61
2025-05-01,Porto,3,107,1226.21,11.46
2025-05-01,Porto,1,63,1105.07,17.54
2025-05-01,Porto,4,141,1364.7,9.68
2025-05-01,Porto,2,79,1234.47,15.63
2025-05-01,Porto,2,95,1431.91,15.07
2025-05-01,Porto,2,93,1053.45,11.33
2025-05-01,Porto,1,64,1324.08,20.69
2025-05-01,Porto,1,70,1194.35,17.06
2025-05-01,Porto,2,87,1392.61,16.01
2025-05-01,Porto,3,91,1108.17,12.18
2025-05-01,Porto,2,83,1372.58,16.54
2025-05-01,Porto,3,102,1331.74,13.06
2025-05-01,Porto,2,106,1505.2,14.2
2025-05-01,Porto,3,114,1578.6,13.85
2025-05-01,Porto,2,84,1268.23,15.1
2025-05-01,Porto,3,108,1259.74,11.66
2025-05-01,Porto,3,117,1590.84,13.6
2025-05-01,Porto,4,155,1320.58,8.52
2025-05-01,Porto,3,103,1575.0,15.29
2025-05-01,Porto,1,64,1061.96,16.59
2025-05-01,Porto,2,102,1388.82,13.62
2025-05-01,Porto,2,93,941.53,10.12
2025-05-01,Porto,2,94,1236.94,13.16
2025-05-01,Porto,1,53,1288.19,24.31
2025-06-01,Porto,2,95,1207.63,12.71
2025-06-01,Porto,3,94,1393.12,14.82
2025-06-01,Porto,3,92,1368.1,14.87
2025-06-01,Porto,1,45,1008.33,22.41
2025-06-01,Porto,2,110,1316.28,11.97
2025-06-01,Porto,2,84,1223.62,14.57
2025-06-01,Porto,2,81,1384.16,17.09
2025-06-01,Porto,1,77,1175.11,15.26
2025-06-01,Porto,2,69,1162.63,16.85
2025-06-01,Porto,1,64,1206.19,18.85
2025-06-01,Porto,1,66,991.62,15.02
2025-06-01,Porto,2,93,1331.68,14.32
2025-06-01,Porto,3,106,1479.84,13.96
2025-06-01,Porto,1,63,1417.45,22.5
2025-06-01,Porto,3,123,1259.89,10.24
2025-06-01,Porto,2,97,1223.65,12.61
2025-06-01,Porto,1,43,1090.04,25.35
2025-06-01,Porto,2,76,1302.6,17.14
2025-06-01,Porto,1,64,1020.88,15.95
2025-06-01,Porto,2,82,1135.25,13.84
2025-06-01,Porto,3,99,1239.19,12.52
2025-06-01,Porto,1,62,883.71,14.25
2025-06-01,Porto,2,99,1191.02,12.03
2025-06-01,Porto,2,78,1355.44,17.38
2025-06-01,Porto,2,94,1111.32,11.82
2025-07-01,Porto,2,103,1190.4,11.56
2025-07-01,Porto,2,83,1313.39,15.82
2025-07-01,Porto,4,125,1421.21,11.37
2025-07-01,Porto,2,90,1355.14,15.06
2025-07-01,Porto,2,77,1318.75,17.13
2025-07-01,Porto,2,101,1280.11,12.67
2025-07-01,Porto,2,94,1285.07,13.67
2025-07-01,Porto,1,54,1312.5,24.31
2025-07-01,Porto,2,68,1340.77,19.72
2025-07-01,Porto,2,78,1146.17,14.69
2025-07-01,Porto,3,87,1306.12,15.01
2025-07-01,Porto,2,107,1367.0,12.78
2025-07-01,Porto,1,85,998.83,11.75
2025-07-01,Porto,2,94,1180.45,12.56
2025-07-01,Porto,3,104,1505.37,14.47
2025-07-01,Porto,3,115,1361.43,11.84
2025-07-01,Porto,1,66,1337.4,20.26
2025-07-01,Porto,2,87,1397.4,16.06
2025-07-01,Porto,2,94,997.0,10.61
2025-07-01,Porto,1,83,1011.73,12.19
2025-07-01,Porto,3,119,1320.65,11.1
2025-07-01,Porto,3,104,1685.14,16.2
2025-07-01,Porto,1,57,1045.31,18.34
2025-07-01,Porto,2,86,1213.63,14.11
2025-07-01,Porto,2,95,1175.49,12.37
2025-08-01,Porto,1,80,1182.18,14.78
2025-08-01,Porto,4,111,1394.91,12.57
2025-08-01,Porto,3,86,1277.06,14.85
2025-08-01,Porto,2,83,1520.08,18.31
2025-08-01,Porto,2,86,1366.2,15.89
2025-08-01,Porto,2,93,1336.48,14.37
2025-08-01,Porto,3,144,1538.45,10.68
2025-08-01,Porto,2,93,1197.07,12.87
2025-08-01,Porto,2,72,1155.99,16.06
2025-08-01,Porto,2,100,1365.34,13.65
2025-08-01,Porto,2,93,1322.42,14.22
2025-08-01,Porto,4,142,1673.23,11.78
2025-08-01,Porto,3,109,1626.88,14.93
2025-08-01,Porto,2,89,1362.95,15.31
2025-08-01,Porto,2,79,1349.14,17.08
2025-08-01,Porto,1,89,1282.5,14.41
2025-08-01,Porto,4,141,1580.02,11.21
2025-08-01,Porto,2,82,1324.53,16.15
2025-08-01,Porto,1,67,1064.92,15.89
2025-08-01,Porto,3,116,1587.08,13.68
2025-08-01,Porto,2,84,1402.61,16.7
2025-08-01,Porto,2,102,1440.77,14.13
2025-08-01,Porto,2,93,1236.76,13.3
2025-08-01,Porto,3,115,1347.18,11.71
2025-08-01,Porto,3,117,1304.01,11.15
2025-09-01,Porto,2,90,1162.77,12.92
2025-09-01,Porto,3,128,1662.25,12.99
2025-09-01,Porto,4,148,1703.16,11.51
2025-09-01,Porto,3,114,1495.18,13.12
2025-09-01,Porto,1,58,1280.15,22.07
2025-09-01,Porto,2,86,1264.28,14.7
2025-09-01,Porto,3,103,1253.81,12.17
2025-09-01,Porto,1,61,1187.4,19.47
2025-09-01,Porto,1,82,1295.91,15.8
2025-09-01,Porto,2,74,1259.9,17.03
2025-09-01,Porto,4,135,1559.18,11.55
2025-09-01,Porto,3,120,1419.56,11.83
2025-09-01,Porto,2,77,1637.0,21.26
2025-09-01,Porto,3,113,1498.64,13.26
