date,city,temperature_c,humidity_percent,rainfall_mm
2024-08-04,Guarda,18.3,61.0,1.9
2024-08-05,Guarda,21.3,43.7,1.1
2024-08-06,Guarda,23.1,54.5,1.9
2024-08-07,Guarda,15.2,54.4,1.1
2024-08-08,Guarda,20.5,52.6,0.7
2024-08-09,Guarda,15.6,55.6,0.4
2024-08-10,Guarda,15.1,58.5,4.3
2024-08-11,Guarda,19.8,59.7,1.5
2024-08-12,Guarda,17.5,61.4,0.6
2024-08-13,Guarda,18.4,67.0,1.2
2024-08-14,Guarda,18.7,56.2,5.0
2024-08-15,Guarda,21.8,61.3,3.0
2024-08-16,Guarda,19.3,64.7,1.2
2024-08-17,Guarda,22.3,58.4,0.6
2024-08-18,Guarda,20.0,51.8,0.7
2024-08-19,Guarda,20.0,52.9,0.2
2024-08-20,Guarda,17.6,55.0,1.2
2024-08-21,Guarda,19.5,61.7,1.8
2024-08-22,Guarda,16.1,62.6,1.1
2024-08-23,Guarda,15.0,55.6,0.7
2024-08-24,Guarda,18.4,62.4,0.8
2024-08-25,Guarda,21.9,51.5,1.0
2024-08-26,Guarda,19.4,56.7,1.2
2024-08-27,Guarda,17.9,49.5,1.5
2024-08-28,Guarda,18.2,62.2,1.0
2024-08-29,Guarda,17.2,68.5,0.6
2024-08-30,Guarda,16.3,67.6,1.0
2024-08-31,Guarda,17.4,59.0,2.8
2024-09-01,Guarda,14.2,64.4,3.5
2024-09-02,Guarda,14.7,59.2,0.9
2024-09-03,Guarda,17.8,58.9,0.3
2024-09-04,Guarda,14.4,56.0,0.3
2024-09-05,Guarda,17.0,68.0,0.4
2024-09-06,Guarda,15.6,60.8,1.1
2024-09-07,Guarda,17.5,56.0,0.5
2024-09-08,Guarda,11.5,64.8,1.3
2024-09-09,Guarda,15.2,71.3,3.9
2024-09-10,Guarda,20.2,58.2,0.1
2024-09-11,Guarda,17.6,50.3,0.3
2024-09-12,Guarda,16.5,65.1,0.4
2024-09-13,Guarda,13.0,60.7,0.2
2024-09-14,Guarda,13.6,68.8,0.9
2024-09-15,Guarda,19.2,66.9,0.7
2024-09-16,Guarda,12.5,64.0,1.2
2024-09-17,Guarda,12.0,61.1,0.3
2024-09-18,Guarda,15.2,64.1,1.5
2024-09-19,Guarda,14.6,58.2,1.2
2024-09-20,Guarda,11.9,64.4,0.9
2024-09-21,Guarda,15.1,60.7,1.8
2024-09-22,Guarda,12.6,58.0,0.5
2024-09-23,Guarda,14.5,74.5,2.8
2024-09-24,Guarda,15.6,67.1,0.6
2024-09-25,Guarda,11.8,70.7,0.9
2024-09-26,Guarda,12.4,77.8,0.8
2024-09-27,Guarda,15.3,64.2,0.2
2024-09-28,Guarda,16.5,68.6,0.1
2024-09-29,Guarda,9.2,62.0,1.0
2024-09-30,Guarda,14.8,64.7,3.0
2024-10-01,Guarda,12.5,78.3,2.3
2024-10-02,Guarda,10.8,73.2,6.7
2024-10-03,Guarda,11.6,60.3,3.4
2024-10-04,Guarda,9.4,77.0,2.5
2024-10-05,Guarda,13.1,76.1,1.9
2024-10-06,Guarda,11.2,77.2,2.8
2024-10-07,Guarda,12.7,82.7,3.1
2024-10-08,Guarda,16.0,79.4,7.5
2024-10-09,Guarda,10.3,57.5,6.4
2024-10-10,Guarda,7.5,79.0,2.1
2024-10-11,Guarda,7.9,74.3,4.5
2024-10-12,Guarda,10.2,89.5,0.7
2024-10-13,Guarda,12.5,64.3,0.9
2024-10-14,Guarda,12.1,75.0,3.5
2024-10-15,Guarda,10.1,71.3,5.9
2024-10-16,Guarda,8.5,77.7,0.3
2024-10-17,Guarda,7.9,66.4,11.9
2024-10-18,Guarda,8.4,76.2,1.8
2024-10-19,Guarda,13.2,77.5,1.8
2024-10-20,Guarda,11.1,77.6,3.0
2024-10-21,Guarda,10.6,72.7,1.6
2024-10-22,Guarda,10.3,59.0,1.2
2024-10-23,Guarda,9.1,82.3,3.8
2024-10-24,Guarda,9.0,77.9,3.4
2024-10-25,Guarda,9.3,78.2,4.4
2024-10-26,Guarda,7.8,94.3,4.0
2024-10-27,Guarda,7.8,76.1,3.5
2024-10-28,Guarda,7.2,69.9,1.6
2024-10-29,Guarda,8.8,85.0,3.3
2024-10-30,Guarda,6.3,72.8,8.4
2024-10-31,Guarda,8.6,72.7,1.5
2024-11-01,Guarda,6.8,70.2,0.4
2024-11-02,Guarda,10.5,81.1,9.2
2024-11-03,Guarda,9.9,68.6,5.3
2024-11-04,Guarda,9.0,88.2,1.6
2024-11-05,Guarda,5.7,77.0,3.7
2024-11-06,Guarda,6.6,73.5,4.0
2024-11-07,Guarda,5.0,63.9,1.6
2024-11-08,Guarda,5.5,74.4,2.6
2024-11-09,Guarda,12.1,68.8,7.6
2024-11-10,Guarda,5.7,81.9,1.9
2024-11-11,Guarda,11.0,62.6,2.3
2024-11-12,Guarda,10.0,75.4,0.1
2024-11-13,Guarda,7.3,70.3,4.7
2024-11-14,Guarda,4.0,71.8,5.9
2024-11-15,Guarda,8.9,86.2,2.1
2024-11-16,Guarda,7.7,75.5,0.4
2024-11-17,Guarda,4.4,68.8,3.8
2024-11-18,Guarda,9.5,76.6,2.0
2024-11-19,Guarda,6.6,81.0,3.7
2024-11-20,Guarda,5.1,85.4,2.1
2024-11-21,Guarda,7.5,89.5,1.5
2024-11-22,Guarda,4.3,75.0,4.7
2024-11-23,Guarda,5.9,85.8,3.7
2024-11-24,Guarda,5.6,74.2,1.7
2024-11-25,Guarda,6.7,81.8,1.2
2024-11-26,Guarda,9.8,80.7,11.1
2024-11-27,Guarda,10.3,84.0,3.3
2024-11-28,Guarda,4.4,83.6,8.3
2024-11-29,Guarda,5.2,82.3,5.5
2024-11-30,Guarda,6.8,83.4,1.2
2024-12-01,Guarda,6.1,87.0,5.3
2024-12-02,Guarda,4.7,73.1,0.5
2024-12-03,Guarda,7.9,82.1,11.8
2024-12-04,Guarda,5.0,74.6,2.1
2024-12-05,Guarda,1.4,73.4,3.2
2024-12-06,Guarda,3.7,84.6,0.4
2024-12-07,Guarda,6.6,88.4,4.6
2024-12-08,Guarda,3.3,81.4,10.1
2024-12-09,Guarda,4.3,86.0,3.1
2024-12-10,Guarda,4.0,79.2,6.6
2024-12-11,Guarda,5.5,78.9,0.2
2024-12-12,Guarda,4.3,83.0,5.4
2024-12-13,Guarda,1.0,85.0,5.4
2024-12-14,Guarda,5.4,68.9,1.0
2024-12-15,Guarda,3.7,98.1,0.7
2024-12-16,Guarda,2.9,88.6,2.2
2024-12-17,Guarda,5.5,78.3,5.7
2024-12-18,Guarda,4.6,64.2,2.1
2024-12-19,Guarda,5.7,88.9,3.1
2024-12-20,Guarda,4.8,78.2,5.9
2024-12-21,Guarda,5.5,80.0,3.8
2024-12-22,Guarda,5.1,72.5,1.5
2024-12-23,Guarda,2.4,68.1,11.7
2024-12-24,Guarda,2.3,69.3,6.0
2024-12-25,Guarda,3.3,80.9,4.8
2024-12-26,Guarda,-0.4,73.9,0.6
2024-12-27,Guarda,6.1,93.2,0.4
2024-12-28,Guarda,2.7,100.0,8.5
2024-12-29,Guarda,5.8,85.7,2.0
2024-12-30,Guarda,2.2,87.3,9.6
2024-12-31,Guarda,2.4,72.6,3.7
2025-01-01,Guarda,6.8,92.6,4.2
2025-01-02,Guarda,6.8,75.2,1.9
2025-01-03,Guarda,1.6,82.7,5.0
2025-01-04,Guarda,6.6,93.6,4.4
2025-01-05,Guarda,2.0,81.8,15.5
2025-01-06,Guarda,1.2,82.8,3.3
2025-01-07,Guarda,6.9,95.8,3.0
2025-01-08,Guarda,5.5,82.7,0.3
2025-01-09,Guarda,5.4,85.5,1.0
2025-01-10,Guarda,4.5,74.8,0.6
2025-01-11,Guarda,5.7,79.5,4.4
2025-01-12,Guarda,4.5,77.8,6.4
2025-01-13,Guarda,5.5,76.8,0.6
2025-01-14,Guarda,6.3,89.8,4.8
2025-01-15,Guarda,2.5,82.4,2.9
2025-01-16,Guarda,3.3,79.7,12.8
2025-01-17,Guarda,2.4,92.6,0.8
2025-01-18,Guarda,3.7,81.7,5.0
2025-01-19,Guarda,5.8,79.4,4.1
2025-01-20,Guarda,1.5,85.5,3.2
2025-01-21,Guarda,3.6,79.2,2.3
2025-01-22,Guarda,9.2,62.9,4.5
2025-01-23,Guarda,4.2,88.3,10.1
2025-01-24,Guarda,5.1,95.4,0.7
2025-01-25,Guarda,3.8,89.0,7.5
2025-01-26,Guarda,5.0,69.5,8.8
2025-01-27,Guarda,4.6,88.2,3.5
2025-01-28,Guarda,6.4,82.7,3.9
2025-01-29,Guarda,4.8,88.8,1.1
2025-01-30,Guarda,3.2,82.1,8.6
2025-01-31,Guarda,0.5,85.5,1.9
2025-02-01,Guarda,5.0,74.8,2.7
2025-02-02,Guarda,6.1,74.4,0.8
2025-02-03,Guarda,7.9,84.6,1.5
2025-02-04,Guarda,4.1,86.6,1.2
2025-02-05,Guarda,7.1,88.9,6.9
2025-02-06,Guarda,2.5,84.3,3.3
2025-02-07,Guarda,8.9,78.8,1.7
2025-02-08,Guarda,5.1,75.7,0.8
2025-02-09,Guarda,4.4,83.9,0.9
2025-02-10,Guarda,6.8,75.0,2.9
2025-02-11,Guarda,6.4,89.8,2.8
2025-02-12,Guarda,5.2,79.8,1.1
2025-02-13,Guarda,6.0,69.6,3.4
2025-02-14,Guarda,7.1,69.5,5.3
2025-02-15,Guarda,9.9,91.9,3.1
2025-02-16,Guarda,7.9,76.7,0.3
2025-02-17,Guarda,6.4,67.9,1.8
2025-02-18,Guarda,7.0,78.1,8.5
2025-02-19,Guarda,6.8,71.6,7.9
2025-02-20,Guarda,6.5,84.9,8.2
2025-02-21,Guarda,3.8,80.8,3.7
2025-02-22,Guarda,7.6,86.2,6.8
2025-02-23,Guarda,8.1,92.9,2.0
2025-02-24,Guarda,7.2,77.2,8.1
2025-02-25,Guarda,8.9,66.2,7.0
2025-02-26,Guarda,7.4,91.3,6.9
2025-02-27,Guarda,7.9,95.3,12.3
2025-02-28,Guarda,4.2,85.2,1.5
2025-03-01,Guarda,6.8,79.1,1.5
2025-03-02,Guarda,9.9,66.2,15.3
2025-03-03,Guarda,6.3,79.6,8.0
2025-03-04,Guarda,6.4,68.6,0.9
2025-03-05,Guarda,8.8,77.8,4.0
2025-03-06,Guarda,8.2,69.4,3.4
2025-03-07,Guarda,9.8,69.3,5.1
2025-03-08,Guarda,8.4,82.0,0.8
2025-03-09,Guarda,6.4,62.7,0.5
2025-03-10,Guarda,11.2,82.7,7.6
2025-03-11,Guarda,8.0,67.5,5.6
2025-03-12,Guarda,7.7,82.2,0.2
2025-03-13,Guarda,9.8,71.5,3.0
2025-03-14,Guarda,11.2,73.1,6.3
2025-03-15,Guarda,10.6,66.7,0.8
2025-03-16,Guarda,14.0,78.4,3.1
2025-03-17,Guarda,13.5,67.6,3.0
2025-03-18,Guarda,10.5,82.5,7.0
2025-03-19,Guarda,5.0,66.8,3.2
2025-03-20,Guarda,11.2,72.8,1.7
2025-03-21,Guarda,10.9,66.0,11.4
2025-03-22,Guarda,6.5,83.1,1.2
2025-03-23,Guarda,10.1,74.4,2.8
2025-03-24,Guarda,11.3,65.5,3.7
2025-03-25,Guarda,7.6,65.7,3.6
2025-03-26,Guarda,16.1,61.8,3.2
2025-03-27,Guarda,11.8,64.0,2.9
2025-03-28,Guarda,11.7,75.6,4.2
2025-03-29,Guarda,13.2,75.6,8.1
2025-03-30,Guarda,14.5,59.5,0.1
2025-03-31,Guarda,12.1,70.1,0.7
2025-04-01,Guarda,11.4,72.6,1.7
2025-04-02,Guarda,11.5,76.0,1.9
2025-04-03,Guarda,14.8,65.8,0.7
2025-04-04,Guarda,14.8,61.0,1.5
2025-04-05,Guarda,14.0,67.3,0.9
2025-04-06,Guarda,10.2,78.7,2.1
2025-04-07,Guarda,14.0,62.6,1.2
2025-04-08,Guarda,14.5,59.1,0.6
2025-04-09,Guarda,13.0,47.5,0.8
2025-04-10,Guarda,16.2,61.7,0.9
2025-04-11,Guarda,10.6,59.5,1.3
2025-04-12,Guarda,13.7,76.2,0.4
2025-04-13,Guarda,16.4,68.8,1.7
2025-04-14,Guarda,15.4,62.9,0.8
2025-04-15,Guarda,14.2,51.8,0.2
2025-04-16,Guarda,10.3,50.2,0.7
2025-04-17,Guarda,14.7,47.3,0.4
2025-04-18,Guarda,18.4,66.7,0.6
2025-04-19,Guarda,16.1,54.8,1.3
2025-04-20,Guarda,17.0,66.6,0.5
2025-04-21,Guarda,15.5,52.9,1.0
2025-04-22,Guarda,14.9,53.7,2.4
2025-04-23,Guarda,21.5,62.8,1.3
2025-04-24,Guarda,17.2,69.9,2.3
2025-04-25,Guarda,18.5,65.5,1.0
2025-04-26,Guarda,20.6,68.1,0.5
2025-04-27,Guarda,18.5,71.1,0.7
2025-04-28,Guarda,18.0,67.7,0.7
2025-04-29,Guarda,20.9,56.4,2.4
2025-04-30,Guarda,18.2,63.6,1.9
2025-05-01,Guarda,15.6,64.3,0.2
2025-05-02,Guarda,16.3,63.3,3.3
2025-05-03,Guarda,16.9,62.3,2.0
2025-05-04,Guarda,17.4,60.5,0.9
2025-05-05,Guarda,17.2,58.9,0.6
2025-05-06,Guarda,20.0,63.2,0.6
2025-05-07,Guarda,17.3,55.0,1.0
2025-05-08,Guarda,17.8,48.8,0.4
2025-05-09,Guarda,20.1,48.5,1.2
2025-05-10,Guarda,17.6,54.6,0.4
2025-05-11,Guarda,21.2,66.9,0.3
2025-05-12,Guarda,14.0,59.1,1.6
2025-05-13,Guarda,15.0,50.5,1.1
2025-05-14,Guarda,19.4,62.3,0.2
2025-05-15,Guarda,16.5,67.4,1.1
2025-05-16,Guarda,16.5,60.3,2.7
2025-05-17,Guarda,18.4,52.1,3.1
2025-05-18,Guarda,22.3,54.5,0.9
2025-05-19,Guarda,20.1,51.9,0.3
2025-05-20,Guarda,18.9,57.2,3.0
2025-05-21,Guarda,21.8,59.9,0.8
2025-05-22,Guarda,20.4,48.4,0.5
2025-05-23,Guarda,19.4,65.8,1.5
2025-05-24,Guarda,19.5,57.8,1.8
2025-05-25,Guarda,17.5,55.6,1.5
2025-05-26,Guarda,18.3,68.1,0.9
2025-05-27,Guarda,18.9,63.5,1.5
2025-05-28,Guarda,17.9,63.2,1.8
2025-05-29,Guarda,20.6,54.9,0.8
2025-05-30,Guarda,19.4,47.0,0.7
2025-05-31,Guarda,23.5,45.7,0.5
2025-06-01,Guarda,23.6,60.0,3.2
2025-06-02,Guarda,20.4,60.9,0.2
2025-06-03,Guarda,23.1,56.2,2.1
2025-06-04,Guarda,23.8,59.3,0.9
2025-06-05,Guarda,21.8,48.5,0.6
2025-06-06,Guarda,20.2,44.1,1.2
2025-06-07,Guarda,23.6,58.0,1.9
2025-06-08,Guarda,21.4,39.4,2.4
2025-06-09,Guarda,18.8,46.4,5.2
2025-06-10,Guarda,19.1,49.2,0.9
2025-06-11,Guarda,22.1,47.4,1.3
2025-06-12,Guarda,23.8,54.2,0.4
2025-06-13,Guarda,22.4,50.4,1.7
2025-06-14,Guarda,24.2,58.6,0.8
2025-06-15,Guarda,22.1,56.0,1.0
2025-06-16,Guarda,23.2,47.1,1.7
2025-06-17,Guarda,21.2,56.5,1.0
2025-06-18,Guarda,22.0,49.8,0.4
2025-06-19,Guarda,22.8,59.2,1.3
2025-06-20,Guarda,19.9,53.9,1.5
2025-06-21,Guarda,27.7,56.1,0.5
2025-06-22,Guarda,19.9,47.8,1.7
2025-06-23,Guarda,21.3,41.8,2.2
2025-06-24,Guarda,21.9,37.7,0.6
2025-06-25,Guarda,21.9,54.4,1.7
2025-06-26,Guarda,23.4,47.2,0.2
2025-06-27,Guarda,23.5,56.7,1.1
2025-06-28,Guarda,22.4,55.7,1.4
2025-06-29,Guarda,20.0,75.6,0.2
2025-06-30,Guarda,19.4,55.1,2.1
2025-07-01,Guarda,24.1,50.0,0.0
2025-07-02,Guarda,22.1,49.6,0.6
2025-07-03,Guarda,20.2,55.6,2.4
2025-07-04,Guarda,25.1,54.1,1.2
2025-07-05,Guarda,21.0,59.1,0.7
2025-07-06,Guarda,19.9,62.6,0.7
2025-07-07,Guarda,20.4,47.8,2.6
2025-07-08,Guarda,18.5,45.8,1.9
2025-07-09,Guarda,20.2,48.7,1.7
2025-07-10,Guarda,21.8,57.0,1.9
2025-07-11,Guarda,19.3,48.5,0.6
2025-07-12,Guarda,21.3,55.4,1.1
2025-07-13,Guarda,22.1,60.5,0.3
2025-07-14,Guarda,19.1,54.9,0.8
2025-07-15,Guarda,21.7,50.3,0.7
2025-07-16,Guarda,18.3,49.1,1.0
2025-07-17,Guarda,22.8,53.1,1.2
2025-07-18,Guarda,21.4,44.6,1.1
2025-07-19,Guarda,20.1,57.1,2.4
2025-07-20,Guarda,20.6,47.7,1.5
2025-07-21,Guarda,24.9,46.6,0.8
2025-07-22,Guarda,23.5,58.1,0.6
2025-07-23,Guarda,23.4,47.5,2.7
2025-07-24,Guarda,19.7,60.6,1.8
2025-07-25,Guarda,24.7,54.1,1.3
2025-07-26,Guarda,23.7,61.5,2.7
2025-07-27,Guarda,23.3,61.6,0.5
2025-07-28,Guarda,22.1,42.6,1.6
2025-07-29,Guarda,17.3,57.2,0.9
2025-07-30,Guarda,21.3,60.2,1.5
2025-07-31,Guarda,18.9,56.3,0.8
2025-08-01,Guarda,21.4,50.7,0.7
2025-08-02,Guarda,17.0,60.1,2.5
2025-08-03,Guarda,25.0,61.9,1.3
2025-08-04,Guarda,21.4,60.2,0.9
2025-08-05,Guarda,17.8,56.9,0.2
2025-08-06,Guarda,15.0,61.5,2.4
2025-08-07,Guarda,24.3,65.3,1.4
2025-08-08,Guarda,19.4,60.0,0.8
2025-08-09,Guarda,21.5,54.6,2.3
2025-08-10,Guarda,20.0,49.5,0.7
2025-08-11,Guarda,17.9,59.6,0.6
2025-08-12,Guarda,21.0,52.8,1.3
2025-08-13,Guarda,20.2,59.1,0.4
2025-08-14,Guarda,19.2,43.0,1.9
2025-08-15,Guarda,22.7,72.4,1.8
2025-08-16,Guarda,21.8,51.2,0.1
2025-08-17,Guarda,22.1,52.9,1.4
2025-08-18,Guarda,19.7,48.8,1.3
2025-08-19,Guarda,22.8,65.9,0.6
2025-08-20,Guarda,19.7,46.4,0.9
2025-08-21,Guarda,17.0,57.8,0.2
2025-08-22,Guarda,16.9,49.9,0.5
2025-08-23,Guarda,18.5,64.2,2.3
2025-08-24,Guarda,16.6,64.3,0.5
2025-08-25,Guarda,22.0,48.9,0.7
2025-08-26,Guarda,17.0,55.1,0.6
2025-08-27,Guarda,18.4,66.2,0.9
2025-08-28,Guarda,16.6,51.4,0.7
2025-08-29,Guarda,19.7,70.2,1.2
2025-08-30,Guarda,20.7,54.7,0.8
2025-08-31,Guarda,19.4,64.0,2.0
2025-09-01,Guarda,16.0,53.6,1.4
2025-09-02,Guarda,17.5,58.7,0.1
2025-09-03,Guarda,13.3,56.0,0.2
2025-09-04,Guarda,17.4,70.0,0.1
2025-09-05,Guarda,17.0,66.9,0.0
2025-09-06,Guarda,14.6,53.3,1.0
2025-09-07,Guarda,16.4,54.4,0.9
2025-09-08,Guarda,17.8,69.8,2.1
2025-09-09,Guarda,18.8,55.4,3.5
2025-09-10,Guarda,11.7,72.3,0.4
2025-09-11,Guarda,13.7,79.5,3.6
2025-09-12,Guarda,16.0,70.1,0.9
2025-09-13,Guarda,14.8,74.6,0.6
2025-09-14,Guarda,14.5,65.1,0.6
2025-09-15,Guarda,14.4,69.5,3.0
2025-09-16,Guarda,20.1,72.1,4.3
2025-09-17,Guarda,11.5,59.5,0.5
2025-09-18,Guarda,10.1,71.9,0.1
2025-09-19,Guarda,19.6,59.5,1.3
2025-09-20,Guarda,16.5,56.9,0.8
2025-09-21,Guarda,14.4,54.1,2.5
2025-09-22,Guarda,14.5,69.8,1.1
2025-09-23,Guarda,15.8,64.6,1.6
2025-09-24,Guarda,14.1,68.0,0.6
2025-09-25,Guarda,12.8,53.2,2.3
2025-09-26,Guarda,14.0,61.5,0.4
2025-09-27,Guarda,15.7,75.4,1.0
2025-09-28,Guarda,9.7,72.9,0.5
2025-09-29,Guarda,13.3,65.2,0.1
2025-09-30,Guarda,13.9,63.2,1.5
2025-10-01,Guarda,15.3,62.2,3.6
2025-10-02,Guarda,11.4,76.2,0.3
2025-10-03,Guarda,8.9,63.4,2.5
2025-10-04,Guarda,12.2,64.7,0.4
2025-10-05,Guarda,13.0,75.3,1.9
2025-10-06,Guarda,10.1,66.6,2.2
2025-10-07,Guarda,12.3,57.0,6.4
2025-10-08,Guarda,11.3,63.6,6.0
2025-10-09,Guarda,13.6,58.8,5.5
2025-10-10,Guarda,9.5,79.4,4.3
2025-10-11,Guarda,9.1,73.4,1.1
2025-10-12,Guarda,14.5,60.9,0.6
2025-10-13,Guarda,11.1,79.3,1.2
2025-10-14,Guarda,12.5,72.9,0.3
2025-10-15,Guarda,11.3,62.3,3.9
2025-10-16,Guarda,12.9,78.4,2.4
2025-10-17,Guarda,11.5,60.6,7.6
2025-10-18,Guarda,11.8,67.8,1.8
2025-10-19,Guarda,11.8,68.3,5.6
2025-10-20,Guarda,9.6,73.1,3.4
2025-10-21,Guarda,11.5,71.2,4.7
2025-10-22,Guarda,11.1,70.5,1.3
2025-10-23,Guarda,8.6,83.8,3.1
2025-10-24,Guarda,8.2,66.8,6.9
2025-10-25,Guarda,9.2,76.1,2.7
2025-10-26,Guarda,10.4,79.2,2.4
2025-10-27,Guarda,10.5,85.4,7.1
2025-10-28,Guarda,9.3,68.0,1.1
2025-10-29,Guarda,4.7,85.5,2.8
2025-10-30,Guarda,13.9,72.9,2.1
2025-10-31,Guarda,6.3,73.2,1.7
2025-11-01,Guarda,7.9,78.8,1.1
2025-11-02,Guarda,11.4,66.0,12.0
2025-11-03,Guarda,8.6,85.1,9.7
2025-11-04,Guarda,6.5,70.9,1.6
2025-11-05,Guarda,7.0,78.8,0.9
2025-11-06,Guarda,7.8,74.5,2.3
2025-11-07,Guarda,7.5,87.8,1.2
2025-11-08,Guarda,-0.1,71.6,6.0
2025-11-09,Guarda,8.0,85.8,8.4
2025-11-10,Guarda,2.4,71.3,5.6
2025-11-11,Guarda,7.0,73.5,0.7
2025-11-12,Guarda,9.2,77.5,5.7
2025-11-13,Guarda,3.7,73.0,2.2
2025-11-14,Guarda,8.2,95.6,1.4
2025-11-15,Guarda,5.1,86.1,7.2
2025-11-16,Guarda,11.1,73.8,6.7
2025-11-17,Guarda,3.5,82.9,0.0
2025-11-18,Guarda,3.9,83.0,5.5
2025-11-19,Guarda,8.2,79.6,2.0
2025-11-20,Guarda,3.7,77.9,2.2
2025-11-21,Guarda,2.2,70.6,4.0
2025-11-22,Guarda,6.5,78.9,0.8
2025-11-23,Guarda,8.2,73.1,3.2
2025-11-24,Guarda,4.0,87.1,4.2
2025-11-25,Guarda,10.9,87.3,0.3
2025-11-26,Guarda,11.0,73.5,3.1
2025-11-27,Guarda,6.9,86.1,5.4
2025-11-28,Guarda,3.7,83.7,2.0
2025-11-29,Guarda,8.6,78.1,10.5
2025-11-30,Guarda,4.9,68.2,13.3
2025-12-01,Guarda,0.2,88.0,2.8
2025-12-02,Guarda,7.1,63.3,1.4
2025-12-03,Guarda,6.9,97.0,2.3
2025-12-04,Guarda,11.0,81.4,4.4
2025-12-05,Guarda,9.2,76.5,3.7
2025-12-06,Guarda,5.0,78.6,3.6
2025-12-07,Guarda,9.8,80.5,1.9
2025-12-08,Guarda,10.6,82.7,7.1
2025-12-09,Guarda,9.5,80.2,0.8
2025-12-10,Guarda,6.6,85.2,9.4
2025-12-11,Guarda,8.0,83.8,6.1
2025-12-12,Guarda,3.8,80.8,2.0
2025-12-13,Guarda,3.4,85.3,4.2
2025-12-14,Guarda,4.9,78.4,2.2
2025-12-15,Guarda,4.1,75.5,3.2
2025-12-16,Guarda,-0.2,98.3,2.4
2025-12-17,Guarda,3.1,94.5,0.8
2025-12-18,Guarda,1.8,100.0,2.3
2025-12-19,Guarda,5.2,82.5,4.6
2025-12-20,Guarda,5.6,83.9,4.6
2025-12-21,Guarda,3.2,69.8,0.9
2025-12-22,Guarda,2.2,76.9,2.9
2025-12-23,Guarda,4.6,77.7,6.6
2025-12-24,Guarda,7.5,88.8,2.1
2025-12-25,Guarda,4.6,88.5,5.4
2025-12-26,Guarda,4.3,82.0,1.2
2025-12-27,Guarda,2.5,84.4,7.0
2025-12-28,Guarda,3.4,78.2,2.5
2025-12-29,Guarda,-0.6,72.2,8.5
2025-12-30,Guarda,5.7,82.6,0.5
2025-12-31,Guarda,5.3,88.8,5.2
2023-01-01,Vila Real,10.3,80.2,1.4
2023-01-02,Vila Real,7.2,81.7,2.0
2023-01-03,Vila Real,4.8,75.8,11.5
2023-01-04,Vila Real,8.4,84.3,0.6
2023-01-05,Vila Real,2.7,84.6,5.7
2023-01-06,Vila Real,5.8,88.2,1.2
2023-01-07,Vila Real,7.5,77.3,5.1
2023-01-08,Vila Real,6.3,77.1,3.8
2023-01-09,Vila Real,4.3,75.8,5.1
2023-01-10,Vila Real,10.9,87.4,0.8
2023-01-11,Vila Real,8.5,68.7,1.0
2023-01-12,Vila Real,8.0,66.0,2.9
2023-01-13,Vila Real,-0.0,87.9,6.7
2023-01-14,Vila Real,3.7,76.5,4.0
2023-01-15,Vila Real,8.4,83.2,4.1
2023-01-16,Vila Real,8.0,91.5,2.2
2023-01-17,Vila Real,8.1,85.3,11.4
2023-01-18,Vila Real,5.5,76.8,6.0
2023-01-19,Vila Real,4.9,93.8,12.4
2023-01-20,Vila Real,3.5,95.2,4.9
2023-01-21,Vila Real,6.8,76.4,2.2
2023-01-22,Vila Real,5.7,85.0,3.3
2023-01-23,Vila Real,10.3,86.0,4.4
2023-01-24,Vila Real,2.8,78.3,0.5
2023-01-25,Vila Real,7.5,82.6,8.3
2023-01-26,Vila Real,5.1,84.4,4.1
2023-01-27,Vila Real,9.6,92.2,4.7
2023-01-28,Vila Real,7.4,83.7,2.5
2023-01-29,Vila Real,6.8,95.9,6.3
2023-01-30,Vila Real,9.2,91.8,6.8
2023-01-31,Vila Real,5.8,73.1,0.0
2023-02-01,Vila Real,6.5,78.4,7.5
2023-02-02,Vila Real,11.6,76.6,1.1
2023-02-03,Vila Real,9.1,88.6,1.8
2023-02-04,Vila Real,11.0,70.2,7.4
2023-02-05,Vila Real,8.5,87.7,4.9
2023-02-06,Vila Real,10.8,82.1,0.3
2023-02-07,Vila Real,7.8,85.5,0.9
2023-02-08,Vila Real,9.0,75.9,4.0
2023-02-09,Vila Real,8.9,89.7,0.8
2023-02-10,Vila Real,10.8,70.2,6.5
2023-02-11,Vila Real,7.3,89.5,7.0
2023-02-12,Vila Real,3.6,84.1,1.0
2023-02-13,Vila Real,8.5,92.2,2.6
2023-02-14,Vila Real,11.8,83.8,6.2
2023-02-15,Vila Real,12.5,72.3,0.6
2023-02-16,Vila Real,8.2,77.2,0.9
2023-02-17,Vila Real,9.8,77.1,0.6
2023-02-18,Vila Real,9.6,85.8,1.5
2023-02-19,Vila Real,11.2,80.4,3.3
2023-02-20,Vila Real,5.8,71.2,8.0
2023-02-21,Vila Real,11.9,83.2,6.7
2023-02-22,Vila Real,8.5,76.1,5.6
2023-02-23,Vila Real,12.4,73.5,3.0
2023-02-24,Vila Real,9.7,67.6,3.7
2023-02-25,Vila Real,5.4,67.4,6.8
2023-02-26,Vila Real,10.7,71.6,5.9
2023-02-27,Vila Real,9.8,67.0,2.8
2023-02-28,Vila Real,11.9,78.9,1.8
2023-03-01,Vila Real,8.3,75.4,1.7
2023-03-02,Vila Real,11.9,84.6,3.5
2023-03-03,Vila Real,9.7,86.2,2.4
2023-03-04,Vila Real,11.8,78.7,1.5
2023-03-05,Vila Real,12.8,73.1,1.3
