date,region,category,units,revenue,cost,profit
2025-03-16,Braga,Electronics,5,1309.51,752.76,556.75
2025-03-16,Faro,Home Office,5,248.36,143.85,104.51
2025-03-16,Coimbra,Books,1,27.93,16.74,11.18
2025-03-16,Braga,Electronics,4,876.25,633.55,242.71
2025-03-17,Faro,Electronics,1,273.56,204.61,68.95
2025-03-17,Lisbon,Sports,4,189.67,139.09,50.58
2025-03-17,Braga,Electronics,5,1278.31,743.93,534.37
2025-03-17,Porto,Home Office,4,465.7,312.71,152.99
2025-03-17,Porto,Books,6,115.28,67.34,47.94
2025-03-17,Braga,Sports,6,406.62,266.74,139.87
2025-03-17,Lisbon,Sports,3,126.01,89.17,36.84
2025-03-17,Faro,Sports,7,838.29,512.64,325.65
2025-03-18,Braga,Sports,4,389.35,211.96,177.39
2025-03-18,Coimbra,Fashion,5,294.38,213.38,81.01
2025-03-18,Braga,Books,3,39.63,29.71,9.92
2025-03-18,Porto,Sports,2,89.44,60.61,28.83
2025-03-18,Porto,Sports,5,306.94,161.56,145.38
2025-03-18,Porto,Fashion,7,333.24,216.22,117.01
2025-03-19,Lisbon,Fashion,4,190.39,100.53,89.86
2025-03-19,Faro,Home Office,3,438.58,233.86,204.71
2025-03-19,Braga,Home Office,4,314.17,224.31,89.86
2025-03-19,Braga,Home Office,7,577.7,380.2,197.49
2025-03-19,Braga,Fashion,6,186.64,98.37,88.27
2025-03-19,Porto,Home Office,7,736.39,504.61,231.78
2025-03-19,Braga,Home Office,7,1239.61,789.48,450.13
2025-03-19,Lisbon,Fashion,5,345.46,259.41,86.06
2025-03-20,Lisbon,Books,3,76.58,42.63,33.95
2025-03-20,Faro,Home Office,2,204.98,124.29,80.69
2025-03-20,Faro,Books,2,29.28,15.91,13.37
2025-03-20,Lisbon,Electronics,3,977.29,527.01,450.28
2025-03-20,Lisbon,Electronics,1,168.27,112.89,55.38
2025-03-20,Braga,Electronics,1,215.0,147.49,67.51
2025-03-20,Coimbra,Sports,4,191.85,122.08,69.77
2025-03-20,Porto,Sports,2,142.89,103.9,38.99
2025-03-20,Braga,Fashion,2,99.31,58.0,41.31
2025-03-21,Braga,Books,3,77.08,57.24,19.83
2025-03-21,Lisbon,Books,7,135.07,77.84,57.23
2025-03-21,Coimbra,Sports,5,316.97,189.14,127.83
2025-03-21,Coimbra,Books,2,50.92,34.71,16.21
2025-03-21,Coimbra,Home Office,5,445.39,247.25,198.15
2025-03-21,Braga,Home Office,5,505.49,272.59,232.9
2025-03-21,Braga,Sports,4,289.18,156.89,132.29
2025-03-21,Porto,Books,3,112.36,65.35,47.01
2025-03-22,Faro,Books,4,89.58,57.59,31.99
2025-03-22,Coimbra,Fashion,4,281.57,214.35,67.22
2025-03-22,Coimbra,Books,7,110.82,78.88,31.94
2025-03-22,Lisbon,Fashion,1,56.31,36.33,19.98
2025-03-22,Faro,Fashion,3,215.03,165.61,49.42
2025-03-22,Coimbra,Fashion,4,236.59,136.37,100.22
2025-03-23,Coimbra,Electronics,1,235.06,169.24,65.82
2025-03-23,Braga,Fashion,5,252.5,141.43,111.07
2025-03-23,Lisbon,Electronics,7,1369.44,935.23,434.21
2025-03-23,Porto,Electronics,3,592.41,425.06,167.35
2025-03-24,Porto,Electronics,2,439.94,315.25,124.69
2025-03-24,Coimbra,Books,6,67.56,39.06,28.49
2025-03-24,Porto,Sports,3,234.57,157.5,77.07
2025-03-24,Braga,Home Office,7,1035.85,680.52,355.34
2025-03-24,Braga,Home Office,6,858.46,491.9,366.56
2025-03-24,Porto,Books,4,68.65,41.11,27.54
2025-03-24,Coimbra,Books,2,34.36,25.96,8.4
2025-03-25,Braga,Fashion,7,277.46,183.76,93.7
2025-03-25,Lisbon,Home Office,4,490.56,336.29,154.26
2025-03-25,Coimbra,Fashion,5,213.08,129.12,83.96
2025-03-25,Coimbra,Sports,1,91.48,67.8,23.68
2025-03-25,Coimbra,Books,1,22.18,14.73,7.45
2025-03-25,Lisbon,Home Office,1,139.84,79.15,60.69
2025-03-25,Braga,Home Office,7,981.14,524.21,456.94
2025-03-25,Faro,Home Office,5,574.7,425.67,149.03
2025-03-25,Lisbon,Electronics,4,1024.24,650.53,373.7
2025-03-26,Lisbon,Home Office,4,514.79,269.16,245.62
2025-03-26,Coimbra,Books,2,51.46,34.11,17.35
2025-03-26,Lisbon,Sports,7,451.26,319.7,131.56
2025-03-26,Lisbon,Home Office,5,440.33,285.53,154.79
2025-03-26,Porto,Fashion,7,522.19,302.01,220.18
2025-03-26,Braga,Fashion,1,74.55,52.56,22.0
2025-03-26,Lisbon,Home Office,3,384.01,260.63,123.38
2025-03-27,Braga,Sports,4,340.71,186.28,154.44
2025-03-27,Faro,Books,4,62.99,36.78,26.21
2025-03-27,Lisbon,Electronics,7,942.86,591.76,351.1
2025-03-27,Lisbon,Home Office,2,175.46,133.47,41.99
2025-03-27,Porto,Fashion,5,266.06,202.34,63.72
2025-03-27,Coimbra,Books,7,155.25,111.53,43.72
2025-03-28,Lisbon,Books,7,123.95,82.19,41.76
2025-03-28,Lisbon,Sports,1,97.32,66.16,31.16
2025-03-28,Coimbra,Books,3,82.92,46.43,36.49
2025-03-28,Braga,Sports,5,471.27,349.09,122.18
2025-03-28,Coimbra,Electronics,4,867.88,521.75,346.13
2025-03-28,Faro,Books,1,26.76,15.13,11.63
2025-03-28,Porto,Sports,2,134.87,103.18,31.68
2025-03-28,Braga,Fashion,1,77.06,47.65,29.41
2025-03-29,Faro,Electronics,6,1055.47,803.14,252.33
2025-03-29,Lisbon,Home Office,2,166.33,129.18,37.14
2025-03-29,Lisbon,Fashion,4,178.63,108.67,69.96
2025-03-29,Porto,Electronics,1,330.05,236.31,93.74
2025-03-29,Porto,Electronics,4,736.13,482.32,253.8
2025-03-30,Faro,Home Office,1,83.92,57.84,26.08
2025-03-30,Lisbon,Fashion,1,57.26,37.06,20.2
2025-03-30,Lisbon,Home Office,2,195.94,104.3,91.64
2025-03-30,Coimbra,Electronics,3,645.38,409.61,235.77
2025-03-30,Coimbra,Sports,4,277.0,146.35,130.65
2025-03-30,Braga,Fashion,5,182.85,126.05,56.8
2025-03-31,Coimbra,Electronics,1,306.63,195.85,110.78
2025-03-31,Porto,Home Office,6,725.59,477.38,248.21
2025-03-31,Porto,Books,5,102.03,66.72,35.31
2025-03-31,Porto,Sports,6,296.97,214.87,82.1
2025-03-31,Faro,Fashion,7,407.3,275.48,131.82
2025-03-31,Braga,Home Office,7,903.81,618.58,285.23
2025-03-31,Porto,Home Office,7,1304.97,692.95,612.02
2025-03-31,Coimbra,Home Office,7,892.89,542.37,350.52
2025-04-01,Faro,Electronics,2,317.8,234.88,82.92
2025-04-01,Coimbra,Electronics,3,451.35,349.48,101.87
2025-04-01,Coimbra,Home Office,1,124.78,81.24,43.54
2025-04-01,Lisbon,Electronics,1,252.0,191.98,60.02
2025-04-01,Coimbra,Sports,7,542.05,352.98,189.08
2025-04-01,Braga,Books,7,97.34,57.69,39.65
2025-04-01,Faro,Fashion,7,338.98,262.34,76.65
2025-04-02,Lisbon,Home Office,5,540.46,336.1,204.36
2025-04-02,Coimbra,Home Office,2,212.25,120.37,91.87
2025-04-02,Braga,Fashion,3,203.06,124.01,79.05
2025-04-02,Porto,Home Office,6,582.58,357.67,224.91
2025-04-02,Faro,Electronics,1,247.39,186.53,60.85
2025-04-02,Coimbra,Fashion,3,196.63,127.54,69.1
2025-04-03,Faro,Electronics,2,480.31,350.53,129.78
2025-04-03,Faro,Books,2,37.37,26.37,11.0
2025-04-03,Braga,Sports,7,751.06,422.35,328.71
2025-04-03,Coimbra,Electronics,6,1262.95,858.06,404.89
2025-04-03,Porto,Fashion,1,62.3,36.68,25.62
2025-04-03,Lisbon,Home Office,7,424.67,251.07,173.6
2025-04-03,Faro,Electronics,1,188.45,107.45,81.0
2025-04-04,Coimbra,Home Office,3,165.96,100.45,65.51
2025-04-04,Lisbon,Home Office,5,426.95,306.01,120.94
2025-04-04,Coimbra,Electronics,7,1839.17,1197.48,641.69
2025-04-04,Coimbra,Sports,7,586.4,421.53,164.87
2025-04-04,Braga,Home Office,6,743.74,470.73,273.0
2025-04-04,Braga,Electronics,5,1339.48,1020.15,319.33
2025-04-04,Coimbra,Books,1,30.49,21.96,8.53
2025-04-04,Lisbon,Electronics,2,524.91,378.06,146.84
2025-04-04,Braga,Sports,6,607.6,451.31,156.28
2025-04-05,Braga,Electronics,2,482.95,256.47,226.48
2025-04-05,Coimbra,Sports,4,336.7,212.3,124.4
2025-04-05,Lisbon,Home Office,7,862.58,648.98,213.6
2025-04-05,Coimbra,Books,6,133.46,83.89,49.56
2025-04-05,Coimbra,Home Office,2,238.32,133.33,104.99
2025-04-05,Porto,Sports,5,414.59,304.4,110.19
2025-04-06,Porto,Books,5,99.6,76.85,22.75
2025-04-06,Coimbra,Books,6,120.4,79.09,41.31
2025-04-06,Lisbon,Fashion,2,144.63,85.11,59.51
2025-04-06,Lisbon,Books,7,258.1,172.05,86.05
2025-04-06,Braga,Home Office,2,183.44,134.3,49.14
2025-04-06,Lisbon,Electronics,1,227.0,133.3,93.7
2025-04-06,Braga,Electronics,3,482.53,363.17,119.36
2025-04-07,Lisbon,Home Office,2,191.43,135.28,56.15
2025-04-07,Coimbra,Home Office,4,417.42,228.36,189.06
2025-04-07,Faro,Sports,6,596.38,384.91,211.47
2025-04-07,Braga,Fashion,7,505.04,277.59,227.45
2025-04-08,Braga,Books,7,130.28,79.77,50.5
2025-04-08,Coimbra,Sports,6,313.13,235.97,77.16
2025-04-08,Faro,Fashion,2,123.23,66.23,57.0
2025-04-08,Lisbon,Fashion,1,84.17,58.11,26.06
2025-04-08,Coimbra,Sports,1,56.21,40.17,16.04
2025-04-08,Faro,Fashion,4,194.24,119.6,74.63
2025-04-08,Faro,Electronics,4,1039.74,557.06,482.69
2025-04-09,Coimbra,Home Office,2,250.38,143.02,107.36
2025-04-09,Porto,Sports,3,212.9,129.83,83.07
2025-04-09,Braga,Sports,4,286.74,177.35,109.39
2025-04-09,Coimbra,Home Office,2,222.34,168.21,54.13
2025-04-09,Faro,Books,6,152.16,96.1,56.06
2025-04-09,Braga,Books,4,116.42,63.35,53.07
2025-04-10,Coimbra,Fashion,1,55.16,35.96,19.19
2025-04-10,Lisbon,Electronics,6,829.76,567.17,262.6
2025-04-10,Braga,Books,4,70.53,52.61,17.92
2025-04-10,Lisbon,Sports,1,77.83,44.85,32.98
2025-04-10,Faro,Electronics,6,1480.08,842.03,638.05
2025-04-10,Faro,Sports,3,314.03,179.98,134.05
2025-04-10,Lisbon,Sports,4,293.24,167.72,125.52
2025-04-10,Porto,Books,3,86.28,60.76,25.53
2025-04-10,Braga,Fashion,2,123.54,65.51,58.03
2025-04-11,Braga,Electronics,5,1084.96,769.96,315.0
2025-04-11,Faro,Electronics,7,1507.46,968.73,538.73
2025-04-11,Coimbra,Home Office,7,591.69,387.94,203.75
2025-04-11,Coimbra,Fashion,4,279.65,210.72,68.93
2025-04-11,Faro,Sports,6,465.55,263.96,201.59
2025-04-12,Porto,Sports,2,172.82,124.2,48.62
2025-04-12,Faro,Home Office,4,425.34,224.78,200.56
2025-04-12,Lisbon,Books,1,27.0,15.88,11.11
2025-04-12,Porto,Fashion,7,261.98,149.73,112.26
2025-04-13,Coimbra,Fashion,4,287.94,177.93,110.01
2025-04-13,Faro,Home Office,3,401.27,280.62,120.65
2025-04-13,Porto,Electronics,7,2416.81,1613.5,803.31
2025-04-13,Lisbon,Sports,3,289.21,205.12,84.09
2025-04-14,Porto,Books,1,27.1,20.17,6.93
2025-04-14,Braga,Sports,6,392.92,206.74,186.17
2025-04-14,Lisbon,Books,4,32.0,21.2,10.8
2025-04-14,Braga,Books,3,57.86,37.44,20.42
2025-04-14,Coimbra,Electronics,7,1640.65,1207.49,433.16
2025-04-15,Lisbon,Books,3,66.92,46.37,20.55
2025-04-15,Faro,Fashion,5,255.18,160.46,94.72
2025-04-15,Porto,Electronics,3,729.21,441.17,288.04
2025-04-15,Braga,Fashion,3,165.48,101.76,63.73
2025-04-15,Lisbon,Electronics,6,1805.08,1001.43,803.65
2025-04-15,Coimbra,Books,5,85.19,49.56,35.63
2025-04-15,Lisbon,Fashion,4,192.97,138.58,54.38
2025-04-15,Lisbon,Electronics,7,1861.29,1329.89,531.4
2025-04-15,Lisbon,Electronics,6,1257.28,771.2,486.07
2025-04-16,Lisbon,Fashion,3,125.0,73.37,51.63
2025-04-16,Porto,Fashion,2,151.31,100.52,50.78
2025-04-16,Coimbra,Sports,2,148.6,111.76,36.84
2025-04-16,Porto,Sports,6,204.03,135.58,68.44
2025-04-16,Porto,Sports,7,731.24,509.89,221.35
2025-04-16,Faro,Home Office,7,766.02,505.37,260.65
2025-04-16,Coimbra,Books,3,84.47,55.51,28.96
2025-04-17,Lisbon,Electronics,6,956.78,546.78,410.0
2025-04-17,Braga,Books,6,184.57,139.18,45.39
2025-04-17,Braga,Books,1,18.16,12.42,5.73
2025-04-17,Porto,Electronics,6,1229.68,869.1,360.58
2025-04-18,Coimbra,Fashion,3,193.22,148.55,44.67
2025-04-18,Coimbra,Electronics,2,563.54,403.83,159.71
2025-04-18,Porto,Sports,7,617.66,353.69,263.97
2025-04-18,Coimbra,Sports,3,159.76,85.11,74.65
2025-04-18,Coimbra,Fashion,3,138.43,93.04,45.38
2025-04-18,Braga,Home Office,5,642.18,465.88,176.3
2025-04-18,Braga,Sports,5,429.0,290.69,138.3
2025-04-18,Lisbon,Sports,1,68.35,51.06,17.29
2025-04-18,Coimbra,Home Office,5,464.84,313.3,151.54
2025-04-19,Lisbon,Home Office,6,919.79,620.22,299.58
2025-04-19,Coimbra,Books,3,76.17,56.72,19.45
2025-04-19,Lisbon,Home Office,6,669.47,412.22,257.25
2025-04-19,Lisbon,Home Office,6,924.08,570.23,353.85
2025-04-19,Faro,Electronics,7,1533.52,891.06,642.45
2025-04-20,Porto,Electronics,3,491.98,304.86,187.11
2025-04-20,Braga,Books,6,99.56,62.18,37.38
2025-04-20,Lisbon,Books,1,21.29,15.96,5.33
2025-04-20,Coimbra,Sports,7,622.08,456.02,166.06
2025-04-20,Braga,Fashion,4,199.31,139.04,60.28
2025-04-20,Faro,Sports,4,259.87,138.73,121.13
2025-04-20,Coimbra,Books,7,122.14,80.42,41.72
2025-04-20,Braga,Sports,7,445.65,245.58,200.07
2025-04-20,Porto,Fashion,1,37.68,27.79,9.89
2025-04-21,Lisbon,Electronics,2,362.7,208.89,153.81
2025-04-21,Lisbon,Home Office,3,419.58,286.49,133.09
2025-04-21,Porto,Fashion,7,343.3,260.05,83.25
2025-04-21,Faro,Electronics,7,1554.05,1058.67,495.37
2025-04-21,Braga,Books,5,130.96,68.66,62.3
2025-04-21,Faro,Electronics,7,1623.71,1003.61,620.11
2025-04-22,Lisbon,Home Office,6,739.28,468.42,270.86
2025-04-22,Coimbra,Fashion,3,164.91,127.34,37.57
2025-04-22,Lisbon,Fashion,5,222.61,147.21,75.41
2025-04-22,Porto,Home Office,4,465.35,356.92,108.43
2025-04-22,Porto,Home Office,4,546.37,321.39,224.98
2025-04-22,Porto,Sports,4,336.33,228.91,107.43
2025-04-22,Braga,Sports,1,81.73,55.33,26.4
2025-04-23,Porto,Home Office,4,684.81,472.73,212.09
2025-04-23,Lisbon,Electronics,7,1587.64,1055.74,531.9
2025-04-23,Braga,Sports,4,341.64,232.72,108.92
2025-04-23,Porto,Books,5,159.01,87.74,71.27
2025-04-23,Faro,Electronics,3,362.92,195.96,166.96
2025-04-23,Braga,Electronics,2,432.3,274.84,157.46
2025-04-23,Porto,Books,2,56.63,35.37,21.26
2025-04-23,Faro,Electronics,6,1368.02,943.48,424.54
2025-04-24,Faro,Electronics,3,517.22,280.89,236.33
2025-04-24,Coimbra,Home Office,7,940.85,589.83,351.02
2025-04-24,Faro,Books,5,131.66,94.25,37.4
2025-04-24,Lisbon,Fashion,1,82.78,48.05,34.73
2025-04-24,Braga,Electronics,5,638.24,479.02,159.22
2025-04-24,Faro,Books,4,96.56,57.02,39.54
2025-04-24,Lisbon,Fashion,4,266.18,197.99,68.19
2025-04-24,Faro,Fashion,7,389.43,299.67,89.77
2025-04-24,Porto,Books,2,56.47,37.75,18.72
2025-04-25,Braga,Fashion,4,120.47,71.68,48.79
2025-04-25,Porto,Sports,7,718.39,539.38,179.01
2025-04-25,Coimbra,Electronics,5,1204.85,760.78,444.07
2025-04-25,Coimbra,Home Office,5,805.85,460.61,345.24
2025-04-26,Braga,Sports,6,488.23,363.42,124.81
2025-04-26,Porto,Sports,3,229.65,162.97,66.68
2025-04-26,Braga,Books,1,17.42,13.55,3.86
2025-04-26,Lisbon,Sports,3,265.11,189.18,75.93
2025-04-26,Coimbra,Electronics,7,1650.45,1100.89,549.57
2025-04-27,Lisbon,Fashion,6,446.43,278.17,168.26
2025-04-27,Faro,Home Office,3,466.11,301.95,164.15
2025-04-27,Faro,Fashion,3,199.12,133.3,65.82
2025-04-27,Porto,Books,4,106.12,67.52,38.6
2025-04-27,Porto,Home Office,4,398.52,259.14,139.38
2025-04-27,Lisbon,Fashion,4,177.58,126.77,50.81
2025-04-27,Porto,Electronics,5,1522.77,852.61,670.16
2025-04-27,Lisbon,Books,5,105.73,75.3,30.43
2025-04-27,Porto,Home Office,6,712.36,465.1,247.26
2025-04-28,Faro,Electronics,3,660.88,513.24,147.64
2025-04-28,Coimbra,Home Office,7,984.41,721.68,262.73
2025-04-28,Lisbon,Fashion,7,448.94,313.84,135.1
2025-04-28,Braga,Home Office,4,469.45,343.26,126.19
2025-04-28,Braga,Fashion,1,52.85,30.64,22.21
2025-04-28,Porto,Fashion,2,118.01,91.19,26.82
2025-04-28,Porto,Electronics,3,686.81,510.82,176.0
2025-04-28,Faro,Home Office,2,238.76,185.66,53.09
2025-04-29,Coimbra,Electronics,4,840.41,613.45,226.97
2025-04-29,Porto,Home Office,5,547.89,390.43,157.46
2025-04-29,Faro,Fashion,6,339.8,211.46,128.34
2025-04-29,Faro,Fashion,7,321.88,213.83,108.05
2025-04-29,Lisbon,Electronics,3,583.38,373.13,210.24
2025-04-29,Lisbon,Sports,1,104.36,69.88,34.48
2025-04-30,Lisbon,Books,3,86.34,62.07,24.28
2025-04-30,Faro,Books,3,54.61,31.33,23.29
2025-04-30,Lisbon,Sports,6,423.03,244.75,178.27
2025-04-30,Lisbon,Fashion,6,224.44,121.42,103.02
2025-04-30,Faro,Fashion,3,222.71,156.25,66.46
2025-04-30,Coimbra,Sports,5,388.65,268.06,120.59
2025-04-30,Faro,Sports,5,270.75,145.89,124.86
2025-05-01,Faro,Fashion,4,210.31,155.35,54.96
2025-05-01,Faro,Fashion,7,414.09,301.41,112.69
2025-05-01,Faro,Home Office,2,235.51,144.19,91.33
2025-05-01,Braga,Electronics,5,1118.58,657.2,461.38
2025-05-02,Coimbra,Electronics,1,160.27,109.92,50.35
2025-05-02,Porto,Home Office,3,376.17,262.78,113.38
2025-05-02,Braga,Home Office,4,371.42,230.36,141.06
2025-05-02,Faro,Fashion,5,194.59,151.2,43.39
2025-05-02,Faro,Electronics,6,1167.43,797.31,370.12
2025-05-02,Porto,Books,4,82.83,64.57,18.26
2025-05-02,Lisbon,Sports,4,236.03,159.3,76.73
2025-05-03,Porto,Electronics,2,552.15,392.06,160.08
2025-05-03,Lisbon,Sports,7,503.11,375.85,127.27
2025-05-03,Porto,Electronics,5,1207.66,636.87,570.79
2025-05-03,Coimbra,Fashion,4,279.35,176.82,102.52
2025-05-03,Lisbon,Home Office,7,909.62,633.62,276.0
2025-05-03,Lisbon,Sports,7,312.77,222.75,90.03
2025-05-03,Lisbon,Books,4,76.08,55.63,20.45
2025-05-04,Lisbon,Sports,2,180.96,115.88,65.09
2025-05-04,Faro,Home Office,6,676.02,465.75,210.27
2025-05-04,Coimbra,Sports,2,248.8,132.33,116.47
2025-05-04,Braga,Electronics,3,493.21,287.93,205.28
2025-05-04,Braga,Fashion,2,123.78,71.85,51.93
2025-05-04,Lisbon,Fashion,1,55.15,34.13,21.02
2025-05-04,Porto,Sports,4,266.29,160.68,105.61
2025-05-05,Porto,Sports,7,457.24,289.08,168.15
2025-05-05,Braga,Electronics,1,250.82,164.68,86.14
2025-05-05,Porto,Fashion,3,138.45,86.93,51.52
2025-05-05,Lisbon,Books,6,99.6,75.89,23.71
2025-05-05,Porto,Fashion,1,78.73,50.31,28.42
2025-05-05,Lisbon,Electronics,4,754.65,434.95,319.69
2025-05-05,Lisbon,Home Office,2,214.77,141.22,73.55
2025-05-06,Lisbon,Electronics,2,279.13,185.04,94.09
2025-05-06,Porto,Home Office,4,295.11,155.32,139.79
2025-05-06,Coimbra,Fashion,7,285.75,158.01,127.73
2025-05-06,Lisbon,Electronics,7,2280.93,1548.01,732.92
2025-05-06,Coimbra,Books,7,118.76,91.85,26.92
2025-05-06,Porto,Fashion,7,432.48,268.06,164.42
2025-05-06,Coimbra,Sports,7,555.28,432.69,122.58
2025-05-07,Braga,Home Office,5,764.41,408.94,355.47
2025-05-07,Faro,Fashion,3,121.88,68.11,53.78
2025-05-07,Coimbra,Fashion,4,263.24,168.11,95.13
2025-05-07,Lisbon,Home Office,6,966.32,511.15,455.18
2025-05-07,Porto,Home Office,5,836.31,436.51,399.8
2025-05-07,Lisbon,Books,1,17.11,11.52,5.59
2025-05-08,Braga,Home Office,3,635.36,445.57,189.79
2025-05-08,Coimbra,Fashion,5,310.07,206.64,103.44
2025-05-08,Faro,Sports,7,283.03,170.84,112.19
2025-05-08,Braga,Sports,1,39.47,20.64,18.83
2025-05-08,Faro,Electronics,6,1142.73,644.32,498.4
2025-05-08,Braga,Home Office,2,258.33,156.12,102.21
2025-05-08,Braga,Fashion,1,54.97,30.78,24.19
2025-05-08,Lisbon,Books,6,136.67,103.53,33.15
2025-05-09,Lisbon,Fashion,3,182.39,95.4,86.99
2025-05-09,Porto,Home Office,5,500.52,386.48,114.05
2025-05-09,Faro,Books,1,27.38,16.07,11.31
2025-05-09,Coimbra,Books,3,56.75,37.98,18.77
2025-05-09,Faro,Home Office,2,207.77,143.2,64.57
2025-05-09,Lisbon,Home Office,2,241.2,176.82,64.38
2025-05-09,Lisbon,Books,5,96.66,68.26,28.4
2025-05-09,Faro,Sports,2,163.4,89.2,74.2
2025-05-10,Braga,Sports,2,111.76,59.88,51.88
2025-05-10,Faro,Electronics,4,929.34,630.75,298.59
2025-05-10,Braga,Sports,7,642.94,426.09,216.84
2025-05-10,Faro,Books,4,58.29,40.24,18.05
2025-05-10,Porto,Electronics,6,1708.8,1256.99,451.81
2025-05-10,Braga,Books,5,40.0,28.56,11.44
2025-05-10,Lisbon,Electronics,3,536.13,294.23,241.9
2025-05-11,Lisbon,Home Office,6,667.19,501.2,165.98
2025-05-11,Coimbra,Sports,6,630.01,373.24,256.77
2025-05-11,Braga,Books,6,93.4,56.49,36.91
2025-05-11,Coimbra,Books,2,40.39,28.8,11.59
2025-05-11,Coimbra,Fashion,1,62.3,34.69,27.62
2025-05-11,Porto,Fashion,2,163.65,110.73,52.92
2025-05-11,Porto,Sports,4,244.78,143.44,101.34
2025-05-11,Porto,Sports,2,202.87,142.74,60.13
2025-05-12,Faro,Sports,1,94.28,64.6,29.67
2025-05-12,Porto,Books,2,45.31,28.83,16.48
2025-05-12,Porto,Books,6,87.63,56.07,31.56
2025-05-12,Braga,Home Office,5,944.95,709.19,235.76
2025-05-12,Coimbra,Books,1,20.92,15.14,5.78
2025-05-12,Braga,Sports,7,711.68,398.13,313.54
2025-05-12,Faro,Fashion,2,116.1,78.42,37.68
2025-05-12,Coimbra,Books,1,21.68,13.38,8.3
2025-05-13,Coimbra,Electronics,7,1074.13,762.87,311.26
2025-05-13,Lisbon,Fashion,4,201.62,155.38,46.24
2025-05-13,Faro,Electronics,4,539.48,407.72,131.76
2025-05-13,Braga,Sports,3,113.98,77.31,36.67
2025-05-13,Porto,Sports,2,238.49,164.9,73.59
2025-05-14,Braga,Home Office,6,897.7,514.71,382.99
2025-05-14,Coimbra,Sports,4,379.29,287.87,91.42
2025-05-14,Faro,Home Office,2,117.32,90.43,26.89
2025-05-14,Lisbon,Books,4,96.84,52.46,44.38
2025-05-14,Porto,Home Office,5,518.3,397.96,120.33
2025-05-15,Lisbon,Home Office,1,128.19,88.02,40.17
2025-05-15,Lisbon,Books,5,76.19,52.42,23.77
2025-05-15,Lisbon,Fashion,1,56.91,33.37,23.54
2025-05-15,Porto,Books,5,108.02,68.85,39.17
2025-05-15,Braga,Fashion,2,96.46,56.95,39.52
2025-05-16,Porto,Books,5,124.38,75.39,48.99
2025-05-16,Braga,Electronics,4,1099.09,626.68,472.41
2025-05-16,Coimbra,Home Office,2,212.93,162.98,49.95
2025-05-16,Lisbon,Electronics,3,581.71,317.36,264.35
2025-05-17,Porto,Electronics,6,1385.75,1024.34,361.41
2025-05-17,Lisbon,Fashion,1,55.06,32.97,22.09
2025-05-17,Coimbra,Sports,2,227.88,122.27,105.61
2025-05-17,Faro,Home Office,3,218.6,154.12,64.48
2025-05-17,Lisbon,Sports,7,412.5,214.59,197.91
2025-05-17,Coimbra,Electronics,3,832.92,473.43,359.49
2025-05-17,Coimbra,Home Office,3,380.65,203.57,177.08
2025-05-17,Faro,Sports,4,212.87,164.07,48.8
2025-05-18,Lisbon,Books,1,28.81,20.15,8.66
2025-05-18,Porto,Sports,1,60.3,32.56,27.74
2025-05-18,Braga,Books,3,55.17,38.88,16.29
2025-05-18,Coimbra,Books,7,114.88,60.94,53.94
2025-05-18,Faro,Electronics,6,1296.66,845.27,451.39
2025-05-19,Faro,Sports,6,304.48,172.09,132.39
2025-05-19,Lisbon,Home Office,1,156.46,110.94,45.53
2025-05-19,Faro,Electronics,2,522.37,298.12,224.25
2025-05-19,Braga,Electronics,1,174.67,122.62,52.06
2025-05-19,Braga,Home Office,6,843.78,459.41,384.37
2025-05-19,Coimbra,Home Office,2,273.4,196.3,77.1
2025-05-20,Faro,Books,7,168.23,128.08,40.15
2025-05-20,Coimbra,Books,1,18.57,10.19,8.39
2025-05-20,Faro,Electronics,1,289.62,203.41,86.21
2025-05-20,Braga,Books,7,146.71,104.82,41.89
2025-05-20,Porto,Fashion,3,155.61,92.27,63.34
2025-05-21,Faro,Home Office,2,290.14,208.2,81.94
2025-05-21,Braga,Home Office,2,256.23,178.35,77.88
2025-05-21,Coimbra,Electronics,2,425.26,274.59,150.66
2025-05-21,Coimbra,Electronics,2,411.02,224.41,186.61
2025-05-22,Lisbon,Fashion,1,62.52,37.14,25.38
2025-05-22,Porto,Electronics,3,553.6,417.16,136.44
2025-05-22,Coimbra,Books,5,84.76,46.61,38.16
2025-05-22,Faro,Books,4,103.15,75.14,28.01
2025-05-23,Porto,Books,4,49.25,32.69,16.56
2025-05-23,Porto,Fashion,7,421.58,307.35,114.23
2025-05-23,Lisbon,Fashion,1,45.21,30.15,15.06
2025-05-23,Lisbon,Electronics,1,166.04,89.44,76.6
2025-05-23,Lisbon,Electronics,4,580.35,336.2,244.15
2025-05-23,Lisbon,Fashion,7,271.37,151.0,120.37
2025-05-23,Faro,Sports,7,354.14,243.24,110.91
2025-05-24,Coimbra,Sports,5,321.22,207.41,113.81
2025-05-24,Coimbra,Fashion,1,60.9,42.19,18.71
2025-05-24,Coimbra,Home Office,1,129.61,70.57,59.04
2025-05-24,Lisbon,Electronics,6,1299.7,818.13,481.57
2025-05-24,Lisbon,Sports,1,94.07,57.54,36.53
2025-05-24,Braga,Sports,6,701.34,453.49,247.84
2025-05-24,Lisbon,Fashion,7,393.22,255.28,137.93
2025-05-24,Coimbra,Books,1,18.74,11.3,7.44
2025-05-25,Porto,Fashion,7,260.07,138.44,121.63
2025-05-25,Faro,Books,1,19.53,13.2,6.33
